ano_mes_ref;nom_municipio;sgl_uf;macro_regional_ipsemg;micro_regional_ipsemg;bh_rmbh_interior_ipsemg;dsc_sexo;desc_faixa_etaria;qtde_benef
202512;JEQUITINHONHA;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Masculino;00 - 18 ANOS;72
202512;MARMELOPOLIS;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;29 - 33 ANOS;4
202512;ALTO JEQUITIBA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;39 - 43 ANOS;9
202512;LUISBURGO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;19 - 23 ANOS;5
202512;ABADIA DOS DOURADOS;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Masculino;39 - 43 ANOS;3
202512;ANGELANDIA;MG;NORDESTE;CAPELINHA;INTERIOR;Masculino;54 - 58 ANOS;8
202512;PARACATU;MG;NOROESTE;PARACATU;INTERIOR;Masculino;19 - 23 ANOS;66
202512;AGUA COMPRIDA;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;34 - 38 ANOS;1
202512;SENADOR FIRMINO;MG;SUDESTE;UBA;INTERIOR;Feminino;49 - 53 ANOS;8
202512;FELICIO DOS SANTOS;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;44 - 48 ANOS;5
202512;SAO JOAQUIM DE BICAS;MG;CENTRO;BETIM;RMBH;Feminino;24 - 28 ANOS;22
202512;URUANA DE MINAS;MG;NOROESTE;UNAI;INTERIOR;Feminino;39 - 43 ANOS;1
202512;SAO JOSE DOS CAMPOS;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;5
202512;ALAGOA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;29 - 33 ANOS;2
202512;ANGRA DOS REIS;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202512;REDUTO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;24 - 28 ANOS;11
202512;CAMPANHA;MG;SUL;VARGINHA;INTERIOR;Masculino;49 - 53 ANOS;12
202512;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;INTERIOR;Feminino;44 - 48 ANOS;19
202512;SANTO ANTONIO DO RIO ABAIXO;MG;CENTRO;ITABIRA;INTERIOR;Feminino;29 - 33 ANOS;9
202512;DIVINO;MG;SUDESTE;CARANGOLA;INTERIOR;Masculino;44 - 48 ANOS;21
202512;ITUTINGA;MG;SUL;LAVRAS;INTERIOR;Feminino;44 - 48 ANOS;8
202512;SAO JOAO DO PACUI;MG;NORTE;CORACAO DE JESUS;INTERIOR;Feminino;59+ ANOS;29
202512;RUBELITA;MG;NORTE;SALINAS;INTERIOR;Feminino;00 - 18 ANOS;32
202512;SAO BENTO ABADE;MG;SUL;TRES CORACOES;INTERIOR;Feminino;24 - 28 ANOS;3
202512;PONTO DOS VOLANTES;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Masculino;59+ ANOS;24
202512;CATAGUASES;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;54 - 58 ANOS;48
202512;LADAINHA;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;54 - 58 ANOS;13
202512;RECREIO;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;29 - 33 ANOS;3
202512;PONTE NOVA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;19 - 23 ANOS;59
202512;SAO MIGUEL DO ANTA;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;59+ ANOS;45
202512;CRISTAIS;MG;OESTE;CAMPO BELO;INTERIOR;Feminino;29 - 33 ANOS;10
202512;ITAMARANDIBA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;24 - 28 ANOS;69
202512;CARMOPOLIS DE MINAS;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;00 - 18 ANOS;25
202512;NINHEIRA;MG;NORTE;TAIOBEIRAS;INTERIOR;Masculino;24 - 28 ANOS;10
202512;PRESIDENTE BERNARDES;MG;SUDESTE;UBA;INTERIOR;Masculino;44 - 48 ANOS;6
202512;PIRAJUBA;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;29 - 33 ANOS;3
202512;CARMO DA MATA;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;59+ ANOS;49
202512;HELIODORA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;00 - 18 ANOS;6
202512;ALCOBACA;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;29 - 33 ANOS;1
202512;CONCEICAO DO RIO VERDE;MG;SUL;TRES CORACOES;INTERIOR;Masculino;39 - 43 ANOS;5
202512;GURINHATA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Feminino;54 - 58 ANOS;7
202512;CURVELO;MG;CENTRO;CURVELO;INTERIOR;Masculino;49 - 53 ANOS;90
202512;MONTE SANTO DE MINAS;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;59+ ANOS;92
202512;CANA VERDE;MG;OESTE;CAMPO BELO;INTERIOR;Masculino;49 - 53 ANOS;10
202512;CARBONITA;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;39 - 43 ANOS;14
202512;MOSSORO;RN;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202512;MONSENHOR PAULO;MG;SUL;VARGINHA;INTERIOR;Feminino;34 - 38 ANOS;8
202512;ARACUAI;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;24 - 28 ANOS;84
202512;IBIRACATU;MG;NORTE;JANUARIA;INTERIOR;Masculino;24 - 28 ANOS;6
202512;VIRGOLANDIA;MG;LESTE;PECANHA;INTERIOR;Masculino;44 - 48 ANOS;3
202512;SAO JOSE DO GOIABAL;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Masculino;44 - 48 ANOS;4
202512;PEQUI;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;59+ ANOS;35
202512;VERISSIMO;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;59+ ANOS;16
202512;ARAXA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;49 - 53 ANOS;123
202512;RIO ACIMA;MG;CENTRO;BELO HORIZONTE;RMBH;Feminino;19 - 23 ANOS;4
202512;DIAMANTINA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;29 - 33 ANOS;129
202512;ALBERTINA;MG;SUL;OURO FINO;INTERIOR;Masculino;54 - 58 ANOS;2
202512;IPUIUNA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;39 - 43 ANOS;8
202512;LAGOA GRANDE;MG;NOROESTE;JOAO PINHEIRO;INTERIOR;Feminino;44 - 48 ANOS;12
202512;SANTANA DO MANHUACU;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;34 - 38 ANOS;6
202512;FORTALEZA DE MINAS;MG;SUL;PASSOS;INTERIOR;Feminino;34 - 38 ANOS;7
202512;PIEDADE DE CARATINGA;MG;LESTE;CARATINGA;INTERIOR;Masculino;44 - 48 ANOS;3
202512;TIMOTEO;MG;LESTE;CORONEL FABRICIANO;INTERIOR;Feminino;49 - 53 ANOS;97
202512;CRISTALIA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;00 - 18 ANOS;22
202512;BOM JARDIM DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;24 - 28 ANOS;9
202512;SANTA RITA DE MINAS;MG;LESTE;CARATINGA;INTERIOR;Masculino;19 - 23 ANOS;6
202512;MINAS NOVAS;MG;NORDESTE;MINAS NOVAS;INTERIOR;Masculino;54 - 58 ANOS;31
202512;FARIA LEMOS;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;49 - 53 ANOS;5
202512;BOM SUCESSO;MG;OESTE;OLIVEIRA;INTERIOR;Feminino;59+ ANOS;238
202512;JOANESIA;MG;LESTE;IPATINGA;INTERIOR;Feminino;19 - 23 ANOS;3
202512;CAMPO AZUL;MG;NORTE;CORACAO DE JESUS;INTERIOR;Masculino;00 - 18 ANOS;5
202512;CHACARA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;34 - 38 ANOS;1
202512;JENIPAPO DE MINAS;MG;NORDESTE;ARACUAI;INTERIOR;Masculino;39 - 43 ANOS;6
202512;ITAPEVA;MG;SUL;EXTREMA;INTERIOR;Feminino;19 - 23 ANOS;2
202512;SAO SEBASTIAO DA BELA VISTA;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;34 - 38 ANOS;8
202512;MONTE AZUL;MG;NORTE;JANAUBA;INTERIOR;Feminino;39 - 43 ANOS;35
202512;CARMO DA MATA;MG;OESTE;OLIVEIRA;INTERIOR;Feminino;59+ ANOS;112
202512;BICAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;44 - 48 ANOS;13
202512;SAPUCAIA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;54 - 58 ANOS;1
202512;POCOES;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;44 - 48 ANOS;1
202512;CONTAGEM;MG;CENTRO;CONTAGEM;RMBH;Feminino;49 - 53 ANOS;833
202512;ESTRELA DO INDAIA;MG;OESTE;BOM DESPACHO;INTERIOR;Masculino;24 - 28 ANOS;4
202512;GUARAPARI;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;21
202512;TRES PONTAS;MG;SUL;TRES PONTAS;INTERIOR;Masculino;29 - 33 ANOS;60
202512;SAO FRANCISCO;PB;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;24
202512;GRAO MOGOL;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;54 - 58 ANOS;11
202512;ITABIRINHA;MG;LESTE;MANTENA;INTERIOR;Feminino;54 - 58 ANOS;16
202512;SAO LOURENCO;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;24 - 28 ANOS;32
202512;PARA DE MINAS;MG;OESTE;PARA DE MINAS;INTERIOR;Masculino;24 - 28 ANOS;115
202512;IRACEMAPOLIS;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202512;ITAMARATI DE MINAS;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;44 - 48 ANOS;4
202512;MONTES CLAROS;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;44 - 48 ANOS;694
202512;CONCEICAO DAS ALAGOAS;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Feminino;34 - 38 ANOS;18
202512;MINAS NOVAS;MG;NORDESTE;MINAS NOVAS;INTERIOR;Feminino;29 - 33 ANOS;71
202512;LEOPOLDINA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;44 - 48 ANOS;44
202512;CURITIBANOS;SC;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202512;MUZAMBINHO;MG;SUL;ALFENAS;INTERIOR;Feminino;59+ ANOS;214
202512;TUPACIGUARA;MG;TRIANGULO DO NORTE;ARAGUARI;INTERIOR;Masculino;44 - 48 ANOS;35
202512;ANGELANDIA;MG;NORDESTE;CAPELINHA;INTERIOR;Feminino;34 - 38 ANOS;13
202512;FELISBURGO;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Feminino;49 - 53 ANOS;9
202512;IBITIURA DE MINAS;MG;SUL;POCOS DE CALDAS;INTERIOR;Masculino;59+ ANOS;18
202512;PRATINHA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;39 - 43 ANOS;6
202512;ALVARENGA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;00 - 18 ANOS;4
202512;PASSOS;MG;SUL;PASSOS;INTERIOR;Feminino;19 - 23 ANOS;105
202512;ROMARIA;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Feminino;19 - 23 ANOS;3
202512;ESTRELA DALVA;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;54 - 58 ANOS;3
202512;BOM JARDIM DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;34 - 38 ANOS;2
202512;UBAPORANGA;MG;LESTE;CARATINGA;INTERIOR;Feminino;19 - 23 ANOS;17
202512;CONCEICAO DO RIO VERDE;MG;SUL;TRES CORACOES;INTERIOR;Masculino;49 - 53 ANOS;11
202512;CASSIA;MG;SUL;PASSOS;INTERIOR;Feminino;19 - 23 ANOS;17
202512;PEDRA DO INDAIA;MG;OESTE;DIVINOPOLIS;INTERIOR;Feminino;24 - 28 ANOS;4
202512;GOIANA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;24 - 28 ANOS;6
202512;PEDRO LEOPOLDO;MG;CENTRO;PEDRO LEOPOLDO;RMBH;Feminino;29 - 33 ANOS;79
202512;BOCAIUVA;MG;NORTE;BOCAIUVA;INTERIOR;Feminino;34 - 38 ANOS;98
202512;SILVIANOPOLIS;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;34 - 38 ANOS;5
202512;CRUZILIA;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;29 - 33 ANOS;26
202512;LIMEIRA DO OESTE;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Masculino;29 - 33 ANOS;1
202512;RIO MANSO;MG;CENTRO;BETIM;RMBH;Feminino;00 - 18 ANOS;18
202512;DELFINOPOLIS;MG;SUL;PASSOS;INTERIOR;Masculino;34 - 38 ANOS;4
202512;AGUA BOA;MG;LESTE;SANTA MARIA DO SUACUI;INTERIOR;Feminino;59+ ANOS;144
202512;MATIPO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;34 - 38 ANOS;21
202512;JAPARAIBA;MG;OESTE;LAGOA DA PRATA;INTERIOR;Feminino;54 - 58 ANOS;10
202512;SANTA JULIANA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Masculino;00 - 18 ANOS;13
202512;PIRACEMA;MG;OESTE;ITAUNA;INTERIOR;Masculino;59+ ANOS;50
202512;DOM SILVERIO;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;54 - 58 ANOS;8
202512;IPUIUNA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;49 - 53 ANOS;10
202512;ITATIAIUCU;MG;OESTE;ITAUNA;RMBH;Feminino;54 - 58 ANOS;14
202512;SANTA ROSA DA SERRA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;44 - 48 ANOS;5
202512;ENTRE FOLHAS;MG;LESTE;CARATINGA;INTERIOR;Feminino;39 - 43 ANOS;8
202512;BUENOPOLIS;MG;CENTRO;CORINTO;INTERIOR;Feminino;49 - 53 ANOS;9
202512;ITAPECERICA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;00 - 18 ANOS;55
202512;TUPACIGUARA;MG;TRIANGULO DO NORTE;ARAGUARI;INTERIOR;Feminino;00 - 18 ANOS;64
202512;PIMENTA;MG;OESTE;FORMIGA;INTERIOR;Feminino;34 - 38 ANOS;3
202512;PAIVA;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;29 - 33 ANOS;9
202512;TRES MARIAS;MG;CENTRO;CURVELO;INTERIOR;Masculino;19 - 23 ANOS;12
202512;SAO BENTO DO SAPUCAI;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;49 - 53 ANOS;2
202512;PINHALZINHO;SC;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;29 - 33 ANOS;1
202512;CAMACHO;MG;OESTE;CAMPO BELO;INTERIOR;Masculino;34 - 38 ANOS;1
202512;ARAXA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Feminino;39 - 43 ANOS;77
202512;MUZAMBINHO;MG;SUL;ALFENAS;INTERIOR;Feminino;44 - 48 ANOS;16
202512;RESPLENDOR;MG;LESTE;RESPLENDOR;INTERIOR;Masculino;59+ ANOS;82
202512;TAQUARACU DE MINAS;MG;CENTRO;SANTA LUZIA;RMBH;Feminino;34 - 38 ANOS;3
202512;GONZAGA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;34 - 38 ANOS;11
202512;RIO MANSO;MG;CENTRO;BETIM;RMBH;Masculino;54 - 58 ANOS;8
202512;CAMPANHA;MG;SUL;VARGINHA;INTERIOR;Feminino;29 - 33 ANOS;14
202512;MORADA NOVA DE MINAS;MG;CENTRO;ABAETE;INTERIOR;Feminino;59+ ANOS;80
202512;CORINTO;MG;CENTRO;CORINTO;INTERIOR;Feminino;39 - 43 ANOS;24
202512;FORTUNA DE MINAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;29 - 33 ANOS;2
202512;SERICITA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Masculino;39 - 43 ANOS;9
