ano_mes_ref;nom_municipio;sgl_uf;macro_regional_ipsemg;micro_regional_ipsemg;bh_rmbh_interior_ipsemg;dsc_sexo;desc_faixa_etaria;qtde_benef
202510;AUGUSTO DE LIMA;MG;CENTRO;CORINTO;INTERIOR;Feminino;29 - 33 ANOS;6
202510;PAINS;MG;OESTE;FORMIGA;INTERIOR;Masculino;24 - 28 ANOS;5
202510;NOVA BELEM;MG;LESTE;MANTENA;INTERIOR;Masculino;44 - 48 ANOS;2
202510;GONCALVES;MG;SUL;ITAJUBA;INTERIOR;Masculino;49 - 53 ANOS;1
202510;SAO LOURENCO;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;49 - 53 ANOS;25
202510;GUARDA-MOR;MG;NOROESTE;PARACATU;INTERIOR;Feminino;34 - 38 ANOS;5
202510;SAO JOSE DO JACURI;MG;LESTE;PECANHA;INTERIOR;Masculino;54 - 58 ANOS;12
202510;SAO JOSE DO DIVINO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;29 - 33 ANOS;8
202510;LONTRA;MG;NORTE;JANUARIA;INTERIOR;Masculino;34 - 38 ANOS;13
202510;SAO JOSE DO JACURI;MG;LESTE;PECANHA;INTERIOR;Feminino;19 - 23 ANOS;10
202510;SAO GONCALO DO RIO ABAIXO;MG;CENTRO;ITABIRA;INTERIOR;Masculino;49 - 53 ANOS;1
202510;ITABIRITO;MG;CENTRO;OURO PRETO;INTERIOR;Feminino;34 - 38 ANOS;17
202510;IGARAPE;MG;CENTRO;BETIM;RMBH;Masculino;24 - 28 ANOS;74
202510;VITORIA;ES;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;59+ ANOS;12
202510;ARGIRITA;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;24 - 28 ANOS;3
202510;JABOTICATUBAS;MG;CENTRO;SANTA LUZIA;RMBH;Masculino;19 - 23 ANOS;10
202510;ALFREDO VASCONCELOS;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;39 - 43 ANOS;16
202510;CAJURI;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;54 - 58 ANOS;1
202510;FRONTEIRA DOS VALES;MG;NORDESTE;AGUAS FORMOSAS;INTERIOR;Masculino;59+ ANOS;27
202510;BUENOPOLIS;MG;CENTRO;CORINTO;INTERIOR;Masculino;49 - 53 ANOS;9
202510;CAMPO DO MEIO;MG;SUL;ALFENAS;INTERIOR;Masculino;44 - 48 ANOS;9
202510;INGAI;MG;SUL;LAVRAS;INTERIOR;Masculino;44 - 48 ANOS;1
202510;MONTE BELO;MG;SUL;ALFENAS;INTERIOR;Masculino;24 - 28 ANOS;11
202510;MIRABELA;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;59+ ANOS;108
202510;CIPOTANEA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;00 - 18 ANOS;13
202510;ITUETA;MG;LESTE;RESPLENDOR;INTERIOR;Feminino;34 - 38 ANOS;11
202510;CARBONITA;MG;NORDESTE;DIAMANTINA;INTERIOR;Feminino;34 - 38 ANOS;15
202510;IJACI;MG;SUL;LAVRAS;INTERIOR;Feminino;29 - 33 ANOS;6
202510;SAO TOMAS DE AQUINO;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;19 - 23 ANOS;2
202510;SENHORA DE OLIVEIRA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;24 - 28 ANOS;9
202510;COQUEIRAL;MG;SUL;TRES PONTAS;INTERIOR;Masculino;44 - 48 ANOS;5
202510;ITUIUTABA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;54 - 58 ANOS;104
202510;JOAIMA;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Feminino;29 - 33 ANOS;19
202510;MONTE BELO;MG;SUL;ALFENAS;INTERIOR;Feminino;49 - 53 ANOS;16
202510;BIQUINHAS;MG;CENTRO;ABAETE;INTERIOR;Feminino;44 - 48 ANOS;1
202510;POTE;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;00 - 18 ANOS;45
202510;GUARACIABA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;34 - 38 ANOS;16
202510;ITAMARATI DE MINAS;MG;SUDESTE;CATAGUASES;INTERIOR;Feminino;24 - 28 ANOS;4
202510;GLAUCILANDIA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;44 - 48 ANOS;3
202510;MONTE ALEGRE DE MINAS;MG;TRIANGULO DO NORTE;UBERLANDIA;INTERIOR;Masculino;59+ ANOS;100
202510;FELISBURGO;MG;NORDESTE;JEQUITINHONHA;INTERIOR;Masculino;00 - 18 ANOS;13
202510;CHALE;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;44 - 48 ANOS;17
202510;FERROS;MG;CENTRO;ITABIRA;INTERIOR;Masculino;00 - 18 ANOS;34
202510;SAO FRANCISCO DE PAULA;MG;OESTE;OLIVEIRA;INTERIOR;Masculino;44 - 48 ANOS;7
202510;NOVO ORIENTE DE MINAS;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;49 - 53 ANOS;9
202510;CAPINOPOLIS;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;49 - 53 ANOS;7
202510;IPANEMA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;19 - 23 ANOS;12
202510;PIUMHI;MG;SUL;PIUMHI;INTERIOR;Masculino;29 - 33 ANOS;39
202510;ITUTINGA;MG;SUL;LAVRAS;INTERIOR;Masculino;29 - 33 ANOS;2
202510;LIMA DUARTE;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;44 - 48 ANOS;17
202510;REDUTO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;59+ ANOS;28
202510;JUATUBA;MG;CENTRO;BETIM;RMBH;Masculino;49 - 53 ANOS;10
202510;SANTO ANTONIO DO AMPARO;MG;OESTE;OLIVEIRA;INTERIOR;Feminino;00 - 18 ANOS;37
202510;NOVA UNIAO;MG;CENTRO;ITABIRA;RMBH;Masculino;00 - 18 ANOS;17
202510;ABRE CAMPO;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Masculino;54 - 58 ANOS;21
202510;OURO PRETO;MG;CENTRO;OURO PRETO;INTERIOR;Masculino;29 - 33 ANOS;60
202510;SANTA BARBARA DO TUGURIO;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;54 - 58 ANOS;6
202510;FUNILANDIA;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;29 - 33 ANOS;4
202510;FREI LAGONEGRO;MG;LESTE;PECANHA;INTERIOR;Masculino;24 - 28 ANOS;2
202510;PLANURA;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Feminino;54 - 58 ANOS;8
202510;RIO POMBA;MG;SUDESTE;UBA;INTERIOR;Masculino;39 - 43 ANOS;7
202510;CONCEICAO DOS OUROS;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;54 - 58 ANOS;15
202510;SILVIANOPOLIS;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;00 - 18 ANOS;9
202510;VESPASIANO;MG;CENTRO;SANTA LUZIA;RMBH;Feminino;00 - 18 ANOS;227
202510;CONGONHAL;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;49 - 53 ANOS;14
202510;GAMELEIRAS;MG;NORTE;JANAUBA;INTERIOR;Feminino;49 - 53 ANOS;7
202510;MESQUITA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Masculino;49 - 53 ANOS;1
202510;PAULISTAS;MG;LESTE;PECANHA;INTERIOR;Masculino;24 - 28 ANOS;7
202510;FUNILANDIA;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;49 - 53 ANOS;7
202510;DORESOPOLIS;MG;SUL;PIUMHI;INTERIOR;Masculino;34 - 38 ANOS;1
202510;PAINS;MG;OESTE;FORMIGA;INTERIOR;Masculino;19 - 23 ANOS;1
202510;SANTA CRUZ DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;00 - 18 ANOS;9
202510;PALMAS DE MONTE ALTO;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;1
202510;CONCEICAO DA BARRA DE MINAS;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Masculino;34 - 38 ANOS;4
202510;LEME DO PRADO;MG;NORDESTE;MINAS NOVAS;INTERIOR;Feminino;24 - 28 ANOS;16
202510;PEDRA DO INDAIA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;59+ ANOS;18
202510;CALDAS;MG;SUL;POCOS DE CALDAS;INTERIOR;Masculino;19 - 23 ANOS;6
202510;PRATA;MG;TRIANGULO DO NORTE;UBERLANDIA;INTERIOR;Masculino;44 - 48 ANOS;7
202510;IBITURUNA;MG;CENTRO SUL;SAO JOAO DEL REI;INTERIOR;Feminino;19 - 23 ANOS;1
202510;BOM JESUS DA PENHA;MG;SUL;PASSOS;INTERIOR;Feminino;54 - 58 ANOS;8
202510;AGUAS VERMELHAS;MG;NORDESTE;PEDRA AZUL;INTERIOR;Feminino;54 - 58 ANOS;21
202510;IBITIURA DE MINAS;MG;SUL;POCOS DE CALDAS;INTERIOR;Masculino;59+ ANOS;19
202510;ARACUAI;MG;NORDESTE;ARACUAI;INTERIOR;Feminino;00 - 18 ANOS;162
202510;DIVINO;MG;SUDESTE;CARANGOLA;INTERIOR;Feminino;00 - 18 ANOS;34
202510;NACIP RAYDAN;MG;LESTE;PECANHA;INTERIOR;Feminino;49 - 53 ANOS;4
202510;CAETANOPOLIS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;49 - 53 ANOS;4
202510;NANUQUE;MG;NORDESTE;NANUQUE;INTERIOR;Masculino;29 - 33 ANOS;51
202510;SAO PEDRO DO SUACUI;MG;LESTE;PECANHA;INTERIOR;Feminino;29 - 33 ANOS;13
202510;CONCEICAO DAS ALAGOAS;MG;TRIANGULO DO SUL;UBERABA;INTERIOR;Masculino;44 - 48 ANOS;8
202510;ARCEBURGO;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;24 - 28 ANOS;3
202510;RIO POMBA;MG;SUDESTE;UBA;INTERIOR;Feminino;34 - 38 ANOS;15
202510;CARVALHOPOLIS;MG;SUL;ALFENAS;INTERIOR;Masculino;49 - 53 ANOS;4
202510;CRUZILIA;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;29 - 33 ANOS;15
202510;ALBERTINA;MG;SUL;OURO FINO;INTERIOR;Feminino;34 - 38 ANOS;3
202510;ITUETA;MG;LESTE;RESPLENDOR;INTERIOR;Masculino;19 - 23 ANOS;5
202510;RIO PARDO DE MINAS;MG;NORTE;TAIOBEIRAS;INTERIOR;Feminino;19 - 23 ANOS;25
202510;ANTONIO PRADO DE MINAS;MG;SUDESTE;MURIAE;INTERIOR;Masculino;44 - 48 ANOS;6
202510;BIAS FORTES;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;24 - 28 ANOS;3
202510;JACUTINGA;MG;SUL;OURO FINO;INTERIOR;Feminino;34 - 38 ANOS;8
202510;SAO JOAO DO PARAISO;MG;NORTE;TAIOBEIRAS;INTERIOR;Feminino;24 - 28 ANOS;23
202510;SIMONESIA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;24 - 28 ANOS;29
202510;CAXAMBU;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;39 - 43 ANOS;8
202510;ITACAMBIRA;MG;NORTE;MONTES CLAROS;INTERIOR;Feminino;29 - 33 ANOS;7
202510;MONTE AZUL;MG;NORTE;JANAUBA;INTERIOR;Feminino;54 - 58 ANOS;64
202510;GRUPIARA;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Feminino;54 - 58 ANOS;6
202510;ITAMONTE;MG;SUL;SAO LOURENCO;INTERIOR;Masculino;24 - 28 ANOS;6
202510;RAUL SOARES;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Masculino;49 - 53 ANOS;28
202510;CANAA;MG;LESTE DO SUL;VICOSA;INTERIOR;Feminino;29 - 33 ANOS;12
202510;DIVISA NOVA;MG;SUL;ALFENAS;INTERIOR;Feminino;54 - 58 ANOS;5
202510;NOVA ERA;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Masculino;29 - 33 ANOS;23
202510;ITARANTIM;BA;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202510;CONSELHEIRO PENA;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;19 - 23 ANOS;14
202510;CARMO DE MINAS;MG;SUL;TRES CORACOES;INTERIOR;Masculino;00 - 18 ANOS;20
202510;BOTELHOS;MG;SUL;POCOS DE CALDAS;INTERIOR;Masculino;29 - 33 ANOS;13
202510;PONTE NOVA;MG;LESTE DO SUL;PONTE NOVA;INTERIOR;Feminino;59+ ANOS;944
202510;LUMINARIAS;MG;SUL;LAVRAS;INTERIOR;Feminino;39 - 43 ANOS;6
202510;DOM JOAQUIM;MG;CENTRO;GUANHAES;INTERIOR;Feminino;29 - 33 ANOS;16
202510;SANTANA DO PARAISO;MG;LESTE;IPATINGA;INTERIOR;Feminino;00 - 18 ANOS;89
202510;POUSO ALEGRE;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;39 - 43 ANOS;86
202510;PAVAO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;44 - 48 ANOS;8
202510;DIVINO DAS LARANJEIRAS;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;39 - 43 ANOS;4
202510;BOM JARDIM DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;59+ ANOS;79
202510;CORREGO DO BOM JESUS;MG;SUL;POUSO ALEGRE;INTERIOR;Masculino;29 - 33 ANOS;3
202510;TEOFILO OTONI;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;24 - 28 ANOS;222
202510;LEANDRO FERREIRA;MG;OESTE;DIVINOPOLIS;INTERIOR;Masculino;34 - 38 ANOS;4
202510;CARMO DO RIO CLARO;MG;SUL;PASSOS;INTERIOR;Masculino;34 - 38 ANOS;19
202510;SETE LAGOAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Feminino;34 - 38 ANOS;270
202510;BELA VISTA DE MINAS;MG;CENTRO;JOAO MONLEVADE;INTERIOR;Feminino;34 - 38 ANOS;2
202510;ITACARAMBI;MG;NORTE;JANUARIA;INTERIOR;Masculino;19 - 23 ANOS;26
202510;NATERCIA;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;39 - 43 ANOS;5
202510;ITAUNA;MG;OESTE;ITAUNA;INTERIOR;Feminino;54 - 58 ANOS;121
202510;RIACHO DOS MACHADOS;MG;NORTE;JANAUBA;INTERIOR;Feminino;34 - 38 ANOS;8
202510;SENADOR JOSE BENTO;MG;SUL;POUSO ALEGRE;INTERIOR;Feminino;29 - 33 ANOS;1
202510;BONFINOPOLIS DE MINAS;MG;NOROESTE;UNAI;INTERIOR;Masculino;49 - 53 ANOS;4
202510;RAUL SOARES;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Feminino;39 - 43 ANOS;54
202510;BOCAINA DE MINAS;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;00 - 18 ANOS;2
202510;SAO LOURENCO;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;29 - 33 ANOS;29
202510;ARAPORA;MG;TRIANGULO DO NORTE;ITUIUTABA;INTERIOR;Masculino;59+ ANOS;4
202510;SAO TOMAS DE AQUINO;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Masculino;24 - 28 ANOS;4
202510;IPABA;MG;LESTE;IPATINGA;INTERIOR;Masculino;34 - 38 ANOS;10
202510;PAI PEDRO;MG;NORTE;JANAUBA;INTERIOR;Masculino;54 - 58 ANOS;2
202510;VICOSA;MG;LESTE DO SUL;VICOSA;INTERIOR;Masculino;54 - 58 ANOS;32
202510;MATIAS CARDOSO;MG;NORTE;MANGA;INTERIOR;Masculino;34 - 38 ANOS;2
202510;GONCALVES;MG;SUL;ITAJUBA;INTERIOR;Masculino;59+ ANOS;11
202510;SAO JOAO DO PACUI;MG;NORTE;CORACAO DE JESUS;INTERIOR;Masculino;39 - 43 ANOS;5
202510;PAULISTAS;MG;LESTE;PECANHA;INTERIOR;Masculino;19 - 23 ANOS;3
202510;MONTE SANTO DE MINAS;MG;SUL;SAO SEBASTIAO DO PARAISO;INTERIOR;Feminino;19 - 23 ANOS;13
202510;BUGRE;MG;LESTE;IPATINGA;INTERIOR;Feminino;54 - 58 ANOS;5
202510;MONTEZUMA;MG;NORTE;TAIOBEIRAS;INTERIOR;Feminino;49 - 53 ANOS;7
202510;JESUANIA;MG;SUL;TRES CORACOES;INTERIOR;Masculino;49 - 53 ANOS;4
202510;MONSENHOR PAULO;MG;SUL;VARGINHA;INTERIOR;Feminino;49 - 53 ANOS;11
202510;MATIPO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;54 - 58 ANOS;48
202510;JECEABA;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;44 - 48 ANOS;1
202510;SAO GERALDO DO BAIXIO;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Feminino;00 - 18 ANOS;6
202510;MOSSORO;RN;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202510;FRANCISCO BADARO;MG;NORDESTE;MINAS NOVAS;INTERIOR;Masculino;49 - 53 ANOS;10
202510;PRATINHA;MG;TRIANGULO DO SUL;ARAXA;INTERIOR;Masculino;29 - 33 ANOS;10
202510;SETE LAGOAS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;24 - 28 ANOS;281
202510;PERDOES;MG;SUL;LAVRAS;INTERIOR;Feminino;34 - 38 ANOS;44
202510;ESTRELA DO SUL;MG;TRIANGULO DO NORTE;MONTE CARMELO;INTERIOR;Masculino;54 - 58 ANOS;7
202510;SAO FRANCISCO DE PAULA;MG;OESTE;OLIVEIRA;INTERIOR;Feminino;19 - 23 ANOS;3
202510;TOCANTINS;MG;SUDESTE;UBA;INTERIOR;Masculino;00 - 18 ANOS;37
202510;CATUJI;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;39 - 43 ANOS;11
202510;IAPU;MG;LESTE;IPATINGA;INTERIOR;Feminino;29 - 33 ANOS;15
202510;DIVINESIA;MG;SUDESTE;UBA;INTERIOR;Masculino;49 - 53 ANOS;1
202510;LAMIM;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Masculino;39 - 43 ANOS;2
202510;SANTA MARGARIDA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Masculino;34 - 38 ANOS;11
202510;RESSAQUINHA;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;29 - 33 ANOS;3
202510;JAGUARACU;MG;LESTE;CORONEL FABRICIANO;INTERIOR;Feminino;29 - 33 ANOS;3
202510;MONTALVANIA;MG;NORTE;MANGA;INTERIOR;Masculino;34 - 38 ANOS;10
202510;RECREIO;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;44 - 48 ANOS;7
202510;SANTO ANTONIO DO MONTE;MG;OESTE;LAGOA DA PRATA;INTERIOR;Masculino;00 - 18 ANOS;31
202510;CARVALHOS;MG;SUL;SAO LOURENCO;INTERIOR;Feminino;19 - 23 ANOS;2
202510;CAETANOPOLIS;MG;CENTRO;SETE LAGOAS;INTERIOR;Masculino;39 - 43 ANOS;8
202510;CARMO DO PARANAIBA;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Masculino;44 - 48 ANOS;16
202510;CAMPO LIMPO PAULISTA;SP;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202510;BOA ESPERANCA;MG;SUL;BOA ESPERANCA;INTERIOR;Masculino;44 - 48 ANOS;18
202510;PEDRO LEOPOLDO;MG;CENTRO;PEDRO LEOPOLDO;RMBH;Masculino;00 - 18 ANOS;97
202510;SAO JOSE DO MANTIMENTO;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;39 - 43 ANOS;4
202510;CARDOSO MOREIRA;RJ;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;00 - 18 ANOS;2
202510;SANTA BARBARA DO MONTE VERDE;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Feminino;29 - 33 ANOS;1
202510;PINTOPOLIS;MG;NORTE;SAO FRANCISCO;INTERIOR;Feminino;34 - 38 ANOS;5
202510;LUZ;MG;OESTE;BOM DESPACHO;INTERIOR;Feminino;00 - 18 ANOS;33
202510;MINAS NOVAS;MG;NORDESTE;MINAS NOVAS;INTERIOR;Feminino;34 - 38 ANOS;42
202510;ITAPAGIPE;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Masculino;29 - 33 ANOS;8
202510;TURVOLANDIA;MG;SUL;VARGINHA;INTERIOR;Feminino;59+ ANOS;32
202510;CARANDAI;MG;CENTRO SUL;BARBACENA;INTERIOR;Feminino;19 - 23 ANOS;9
202510;TIROS;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;54 - 58 ANOS;7
202510;UBA;MG;SUDESTE;UBA;INTERIOR;Feminino;29 - 33 ANOS;148
202510;MEDEIROS;MG;OESTE;FORMIGA;INTERIOR;Masculino;54 - 58 ANOS;3
202510;PIEDADE DE CARATINGA;MG;LESTE;CARATINGA;INTERIOR;Masculino;39 - 43 ANOS;3
202510;IGARATINGA;MG;OESTE;PARA DE MINAS;INTERIOR;Masculino;00 - 18 ANOS;3
202510;VAZANTE;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;34 - 38 ANOS;17
202510;CRISTIANO OTONI;MG;CENTRO SUL;CONSELHEIRO LAFAIETE;INTERIOR;Feminino;39 - 43 ANOS;3
202510;PIRANGUINHO;MG;SUL;ITAJUBA;INTERIOR;Masculino;39 - 43 ANOS;4
202510;MONTES CLAROS;MG;NORTE;MONTES CLAROS;INTERIOR;Masculino;49 - 53 ANOS;634
202510;DESCOBERTO;MG;SUDESTE;CATAGUASES;INTERIOR;Masculino;39 - 43 ANOS;1
202510;FRANCISCO DUMONT;MG;NORTE;BOCAIUVA;INTERIOR;Feminino;00 - 18 ANOS;7
202510;MURIAE;MG;SUDESTE;MURIAE;INTERIOR;Feminino;59+ ANOS;1278
202510;UNIAO DE MINAS;MG;TRIANGULO DO SUL;FRUTAL;INTERIOR;Feminino;39 - 43 ANOS;1
202510;FREI GASPAR;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Feminino;54 - 58 ANOS;9
202510;GUIRICEMA;MG;SUDESTE;UBA;INTERIOR;Masculino;44 - 48 ANOS;10
202510;SAO SEBASTIAO DO ANTA;MG;LESTE;CARATINGA;INTERIOR;Feminino;44 - 48 ANOS;3
202510;SAO JOSE DO DIVINO;MG;NORDESTE;TEOFILO OTONI;INTERIOR;Masculino;59+ ANOS;20
202510;CONEGO MARINHO;MG;NORTE;JANUARIA;INTERIOR;Masculino;59+ ANOS;34
202510;MINACU;GO;OUTROS_ESTADOS;OUTROS_ESTADOS;OUTROS_ESTADOS;Feminino;59+ ANOS;1
202510;RAUL SOARES;MG;LESTE DO SUL;RAUL SOARES;INTERIOR;Masculino;39 - 43 ANOS;18
202510;GOUVEIA;MG;NORDESTE;DIAMANTINA;INTERIOR;Masculino;54 - 58 ANOS;10
202510;LAGAMAR;MG;NOROESTE;PATOS DE MINAS;INTERIOR;Feminino;39 - 43 ANOS;11
202510;ITINGA;MG;NORDESTE;ARACUAI;INTERIOR;Feminino;59+ ANOS;132
202510;AGUA BOA;MG;LESTE;SANTA MARIA DO SUACUI;INTERIOR;Masculino;24 - 28 ANOS;36
202510;SAO GERALDO DA PIEDADE;MG;LESTE;GOVERNADOR VALADARES;INTERIOR;Masculino;00 - 18 ANOS;9
202510;SANTANA DO GARAMBEU;MG;CENTRO SUL;BARBACENA;INTERIOR;Masculino;39 - 43 ANOS;1
202510;SAO JOAO DA PONTE;MG;NORTE;BRASILIA DE MINAS;INTERIOR;Feminino;54 - 58 ANOS;31
202510;MEDINA;MG;NORDESTE;PEDRA AZUL;INTERIOR;Masculino;54 - 58 ANOS;20
202510;SABARA;MG;CENTRO;CAETE;RMBH;Masculino;49 - 53 ANOS;84
202510;TAPARUBA;MG;LESTE DO SUL;MANHUACU;INTERIOR;Feminino;54 - 58 ANOS;4
202510;SERRO;MG;NORDESTE;SERRO;INTERIOR;Masculino;24 - 28 ANOS;41
202510;PEDRO TEIXEIRA;MG;SUDESTE;JUIZ DE FORA;INTERIOR;Masculino;29 - 33 ANOS;1
